,quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
2795,2024Q3,DHI,Residential Construction,Consumer Cyclical,0.1653819628132937,62648868000.0,189.15,0.4115127590609768,0.0208828971715569,213
2796,2024Q4,DHI,Residential Construction,Consumer Cyclical,0.1470181017822019,46070690000.0,138.97,0.5699094124054881,0.018924947830467,302
2797,2024Q1,DHR,Medical - Diagnostics & Research,Healthcare,0.2309656842761564,184942632000.0,248.54,0.2903372112255203,0.0059145409189667,59
2798,2024Q2,DHR,Medical - Diagnostics & Research,Healthcare,0.2318121061676532,180641550000.0,248.94,0.2717432978736567,0.004940949626416,60
2799,2024Q3,DHR,Medical - Diagnostics & Research,Healthcare,0.2173788997084909,203232620000.0,277.27,0.255898487829944,0.0040754499224582,56
2800,2024Q4,DHR,Medical - Diagnostics & Research,Healthcare,0.206404271233654,164426665000.0,229.2,0.2956993097981918,0.006544502617801,77
2813,2024Q1,DIS,Entertainment,Communication Services,0.2372969094357029,224408240000.0,121.26,0.446295360006734,-8.988949365000825e-05,42
2814,2024Q2,DIS,Entertainment,Communication Services,0.2406002871994013,180807090000.0,98.4,0.5615493140104383,0.0146341463414634,59
2815,2024Q3,DIS,Entertainment,Communication Services,0.2484112140006829,174296280000.0,95.77,0.579622784696752,0.0026104207998329,73
2816,2024Q4,DIS,Entertainment,Communication Services,0.229936157039473,201766200000.0,111.35,0.5052035474722724,0.0126627750336775,53
2853,2024Q1,DLTR,Discount Stores,Consumer Defensive,0.5403273775739551,29013385000.0,133.15,0.2520595235612803,-0.0589560645888096,424
2854,2024Q2,DLTR,Discount Stores,Consumer Defensive,0.5363497390344728,23254506000.0,106.77,0.3144508853466937,0.0129249789266647,473
2910,2024Q1,DOV,Industrial - Machinery,Industrials,0.3288934801464215,24638446690.0,175.3,0.21139350337394,0.0259555048488305,468
2911,2024Q2,DOV,Industrial - Machinery,Industrials,0.2808583427207096,24801589350.0,179.02,0.2179887422489851,0.0114512344989386,451
2912,2024Q3,DOV,Industrial - Machinery,Industrials,0.2843215781922428,26409308900.0,190.76,0.2176303886105303,0.0132627385196057,440
2913,2024Q4,DOV,Industrial - Machinery,Industrials,0.2341805524911345,25751289200.0,187.11,0.2698317962331386,0.0559563892897226,452
2914,2024Q1,DOW,Chemicals,Basic Materials,0.3070880867776323,40811685000.0,54.58,0.4791736938973427,0.0133748625870282,340
2915,2024Q2,DOW,Chemicals,Basic Materials,0.3082732460786659,37336590000.0,50.6,0.514373131964592,0.0122529644268774,339
2916,2024Q3,DOW,Chemicals,Basic Materials,0.3015709979962619,38448594000.0,52.79,0.4938985284650599,0.0056828944875923,347
2917,2024Q4,DOW,Chemicals,Basic Materials,0.3078761864879955,28367897000.0,39.4,0.6437497385476666,0.0015228426395939,428
2968,2024Q1,DTE,Regulated Electric,Utilities,0.481199076292972,23100840000.0,108.35,0.5005801945331787,0.0139363174896169,495
2969,2024Q2,DTE,Regulated Electric,Utilities,0.4854949697768296,22979070000.0,108.24,0.4956778816800026,0.0144124168514412,478
2970,2024Q3,DTE,Regulated Electric,Utilities,0.497972131871662,26602902844.0,126.23,0.443634635189733,0.0181414877604372,439
2971,2024Q4,DTE,Regulated Electric,Utilities,0.0568112025549686,24995250000.0,119.78,0.4714484908024867,-0.0447487059609283,461
2984,2024Q1,DUK,Regulated Electric,Utilities,0.460754463536128,74563410000.0,92.27,0.6965263085539436,0.0156063726021458,180
2985,2024Q2,DUK,Regulated Electric,Utilities,0.4591711414016247,77377560000.0,96.59,0.6666042623406343,0.0119059944093591,167
2986,2024Q3,DUK,Regulated Electric,Utilities,0.4631794558905244,89011600000.0,112.14,0.5675386337026903,0.0142678794364187,147
2987,2024Q4,DUK,Regulated Electric,Utilities,0.0528434124168871,83175280000.0,105.79,0.6129818318822701,0.0145571415067586,160
2988,2024Q1,DUKB,Regulated Electric,Utilities,0.460754463536128,74563410000.0,23.21,2.7689996764443072,0.0620422231796639,180
2989,2024Q2,DUKB,Regulated Electric,Utilities,0.4591711414016247,77377560000.0,24.12,2.6694571185523164,0.0476782752902155,167
2990,2024Q3,DUKB,Regulated Electric,Utilities,0.4631794558905244,89011600000.0,24.15,2.635353307802058,0.0662525879917184,147
2991,2024Q4,DUKB,Regulated Electric,Utilities,0.0528434124168871,83175280000.0,23.3,2.7831479826105303,0.0660944206008583,160
3010,2024Q1,DVN,Oil & Gas Exploration & Production,Energy,0.2611898470654176,31563220000.0,48.58,0.3981762500155448,0.0195553725813091,399
3011,2024Q2,DVN,Oil & Gas Exploration & Production,Energy,0.2602734281853588,29672400000.0,46.25,0.4335031517140143,0.0291891891891891,405
3012,2024Q3,DVN,Oil & Gas Exploration & Production,Energy,0.3043981099031821,24528240000.0,38.59,0.5948011455244306,0.033946618294895,462
3018,2024Q1,DXCM,Medical - Devices,Healthcare,0.3995711332572275,54120739999.0,138.7,0.0415145838730216,0.0027397260273972,250
3019,2024Q2,DXCM,Medical - Devices,Healthcare,0.3847364395811272,44240876000.0,113.38,0.053783258879728,0.0031751631681072,295
3020,2024Q3,DXCM,Medical - Devices,Healthcare,0.4113286537190342,26762368000.0,67.04,0.0748850576800359,0.0052207637231503,435
3021,2024Q4,DXCM,Medical - Devices,Healthcare,0.3990130310740998,30656934000.0,77.77,0.0677036791148957,0.005014787193005,409
3030,2024Q1,E,Oil & Gas Integrated,Energy,0.2485259192531324,50772618000.0,30.29,1.118809267162089,0.0250907890392868,272
3031,2024Q2,E,Oil & Gas Integrated,Energy,0.2791877164290774,49068777544.0,29.72,1.04044117672224,0.0141318977119784,263
3032,2024Q3,E,Oil & Gas Integrated,Energy,0.253568020206224,53475499991.0,29.6,1.0569949259604432,0.0108108108108108,250
3033,2024Q4,E,Oil & Gas Integrated,Energy,0.2507111068769819,48270857135.0,27.05,1.1069499429303538,0.0051756007393715,290
3034,2024Q1,EA,Electronic Gaming & Multimedia,Technology,0.1451564828614009,35422890000.0,131.97,0.2132194951809215,0.0051526862165643,374
3035,2024Q2,EA,Electronic Gaming & Multimedia,Technology,0.1536827195467422,37061780000.0,138.79,0.2004434676286508,0.0075653865552273,344
3036,2024Q3,EA,Electronic Gaming & Multimedia,Technology,0.148599269183922,37581280000.0,143.07,0.1961320057356962,0.0077584399245124,355
3037,2024Q4,EA,Electronic Gaming & Multimedia,Technology,0.1448962902386439,38330600000.0,146.09,0.193648273912505,0.0076665069477719,351
3045,2024Q1,EBAY,Specialty Retail,Consumer Cyclical,0.3832290596694369,27234480000.0,51.82,0.2346000915512552,0.0164029332304129,437
3046,2024Q2,EBAY,Specialty Retail,Consumer Cyclical,0.4012660712533124,27021160000.0,53.01,0.2072079876897828,0.0084889643463497,428
3047,2024Q3,EBAY,Specialty Retail,Consumer Cyclical,0.394627165453176,31057470000.0,64.54,0.17244133017806,0.0201425472575147,394
3048,2024Q4,EBAY,Specialty Retail,Consumer Cyclical,0.3895171701523366,29550150000.0,61.67,0.1686264561113523,0.023025782390141,415
3061,2024Q1,EC,Oil & Gas Integrated,Energy,0.3777497886962908,24341083504.0,9.92,3395.0870254773017,196.6935483870968,472
3062,2024Q2,EC,Oil & Gas Integrated,Energy,0.404130544368271,23006408294.0,10.64,3370.7225709255604,154.32330827067668,476
3067,2024Q1,ECL,Chemicals - Specialty,Basic Materials,0.3804962790806864,65968130000.0,228.65,0.1256113538237594,0.0062978351191777,211
3068,2024Q2,ECL,Chemicals - Specialty,Basic Materials,0.3781276500573111,67734800000.0,236.23,0.1232674339291224,0.0072810396647335,195
3069,2024Q3,ECL,Chemicals - Specialty,Basic Materials,0.3757917978788866,73126252840.0,254.0,0.1186627500194351,0.0102362204724409,187
3070,2024Q4,ECL,Chemicals - Specialty,Basic Materials,0.3636087511948472,66406288000.0,233.72,0.1308286546729187,0.0071025158309087,214
3075,2024Q1,ED,Regulated Electric,Utilities,0.3752849430113977,31374855000.0,87.01,0.7190151139538329,0.0239052982415814,401
3076,2024Q2,ED,Regulated Electric,Utilities,0.3910482921083628,30930378000.0,86.41,0.7213303231509662,0.0067121860895729,388
3077,2024Q3,ED,Regulated Electric,Utilities,0.3830286255371841,36049806000.0,101.46,0.623422582576304,0.0167553715750049,363
3078,2024Q4,ED,Regulated Electric,Utilities,0.3943340608259403,31239423000.0,87.69,0.7238452325157528,0.0102634279849469,400
3099,2024Q1,EFX,Consulting Services,Industrials,0.4591594361414707,33038719999.0,265.4,0.1391681336551046,0.0038055764883195,389
3100,2024Q2,EFX,Consulting Services,Industrials,0.4536013758712342,29992302000.0,240.93,0.1575678132979785,0.0054787697671522,396
3101,2024Q3,EFX,Consulting Services,Industrials,0.4432491109256904,36438640000.0,292.38,0.1355108482934935,0.0038990355017443,361
3102,2024Q4,EFX,Consulting Services,Industrials,0.4260846641835468,31626885000.0,253.95,0.1523318661915922,0.0055128962394172,397
3123,2024Q1,EIX,Regulated Electric,Utilities,0.4384382588308472,27231050000.0,67.57,0.5832143289594821,-0.0004439840165754,438
3124,2024Q2,EIX,Regulated Electric,Utilities,0.4421585040911127,27646850000.0,68.6,0.5839990912877211,0.0166180758017492,425
3125,2024Q3,EIX,Regulated Electric,Utilities,0.4318517032649352,33616740000.0,84.1,0.4812469466950567,0.0158145065398335,379
3126,2024Q4,EIX,Regulated Electric,Utilities,0.0617324343588964,30738400000.0,77.8,0.5183012107569562,0.0113110539845758,408
3127,2024Q1,EL,Household & Personal Products,Consumer Defensive,0.4494713656387665,55355265000.0,150.75,0.1061064306241926,0.0061028192371475,244
3128,2024Q2,EL,Household & Personal Products,Consumer Defensive,0.4475708947021323,38240160000.0,104.62,0.1413281784983937,-0.0075511374498183,328
3129,2024Q3,EL,Household & Personal Products,Consumer Defensive,0.4880142609185157,35888400000.0,98.74,0.1431834214551626,-0.0043548713793801,365
3130,2024Q4,EL,Household & Personal Products,Consumer Defensive,0.3885121457489878,26992800000.0,74.62,0.1551937222668929,-0.0219780219780219,444
3137,2024Q3,ELC,Regulated Electric,Utilities,0.4499213017569454,28147800493.0,22.18,3.166944684231772,0.1357078449053201,419
3138,2024Q4,ELC,Regulated Electric,Utilities,0.4453467780352385,32628967769.0,21.44,1.6487054362804874,0.03125,386
3159,2024Q1,ELV,Medical - Healthcare Plans,Healthcare,0.2363933722987827,120664257999.0,511.18,0.3413825856849021,0.0188816072616299,113
3160,2024Q2,ELV,Medical - Healthcare Plans,Healthcare,0.2450348709597479,125819892000.0,535.79,0.3391274934664244,0.0184870938240728,103
3161,2024Q3,ELV,Medical - Healthcare Plans,Healthcare,0.2329640531008384,118289441400.0,515.72,0.3642545319379985,0.0084541999534631,108
3162,2024Q4,ELV,Medical - Healthcare Plans,Healthcare,0.2671936623634388,83917259485.0,367.36,0.4943940705096249,0.0050087108013937,158
3177,2024Q3,EMP,Regulated Electric,Utilities,0.4499213017569454,28147800493.0,22.13,3.174100004349783,0.1360144600090375,419
3178,2024Q4,EMP,Regulated Electric,Utilities,0.4453467780352385,32628967769.0,21.83,1.6192507812118029,0.0306917086578103,386
3179,2024Q1,EMR,Industrial - Machinery,Industrials,0.2462316968130921,64808188000.0,110.91,0.3297883765345061,0.0079343611937607,213
3180,2024Q2,EMR,Industrial - Machinery,Industrials,0.2361741801031041,63000504000.0,108.22,0.3360584568184029,0.00535945296618,205
3181,2024Q3,EMR,Industrial - Machinery,Industrials,0.1852822854043303,62176845000.0,107.99,0.3513712459378181,0.0162052041855727,217
3182,2024Q4,EMR,Industrial - Machinery,Industrials,0.1789016662755221,70454205000.0,122.87,0.2933361793671282,0.0083828436558964,200
3183,2024Q1,ENB,Oil & Gas Midstream,Energy,0.4592345566374605,76918680000.0,33.4,0.9049774392888728,0.0272455089820359,177
3184,2024Q2,ENB,Oil & Gas Midstream,Energy,0.457570442654636,76055830000.0,33.45,0.9404799626203,0.0352765321375186,172
3185,2024Q3,ENB,Oil & Gas Midstream,Energy,0.4631365631059468,87514550000.0,38.82,0.7784535861189424,0.020607934054611,149
3186,2024Q4,ENB,Oil & Gas Midstream,Energy,0.4643129518251108,91436650000.0,41.18,0.7425946188371126,0.006799417192812,141
3239,2024Q1,EOG,Oil & Gas Exploration & Production,Energy,0.0917269399053486,73508000000.0,123.19,0.4042677094767009,0.0252455556457504,183
3240,2024Q2,EOG,Oil & Gas Exploration & Production,Energy,0.0970723509640898,72375250000.0,122.11,0.4196711628384272,0.024322332323315,183
3241,2024Q3,EOG,Oil & Gas Exploration & Production,Energy,0.0891421637667656,69947170000.0,120.09,0.4366406046528933,0.0247314514114414,196
3242,2024Q4,EOG,Oil & Gas Exploration & Production,Energy,0.1073835459670241,69135120000.0,120.61,0.4369023591477017,0.0186551695547632,204
3245,2024Q1,EP-PC,Oil & Gas Midstream,Energy,0.4530366432933725,106471200000.0,45.65,0.2996950948758177,0.0074479737130339,125
3246,2024Q2,EP-PC,Oil & Gas Midstream,Energy,0.4472575033238098,105047460000.0,45.63,0.2996257788783875,0.0056980056980056,125
3247,2024Q3,EP-PC,Oil & Gas Midstream,Energy,0.4519110032590753,107211500000.0,47.08,0.2907865256222273,0.0053101104502973,128
3248,2024Q4,EP-PC,Oil & Gas Midstream,Energy,0.44516644026496,106656000000.0,47.42,0.2897579930915909,0.0067482075073808,125
3261,2024Q1,EPD,Oil & Gas Midstream,Energy,0.4197689884494224,63375429307.0,26.74,0.4769774824302293,0.0246821241585639,219
3262,2024Q2,EPD,Oil & Gas Midstream,Energy,0.418368039990763,62886600000.0,27.04,0.476783120150232,0.0236686390532544,206
3263,2024Q3,EPD,Oil & Gas Midstream,Energy,0.4250486264687858,63197810000.0,27.65,0.4676927830099335,0.023508137432188,212
3264,2024Q4,EPD,Oil & Gas Midstream,Energy,0.4180748496786232,68741120000.0,30.33,0.438177698196009,0.0247279920870425,207
3281,2024Q1,EQNR,Oil & Gas Integrated,Energy,0.2107231102267509,79414140000.0,24.38,0.6989821361459219,0.0373256767842493,167
3282,2024Q2,EQNR,Oil & Gas Integrated,Energy,0.2430036826646389,81396000000.0,26.3,0.582629577746648,0.0247148288973384,159
3283,2024Q3,EQNR,Oil & Gas Integrated,Energy,0.2190397951405078,69378880866.0,23.82,0.6746249041725988,0.0348446683459277,198
3284,2024Q4,EQNR,Oil & Gas Integrated,Energy,0.2294858206053026,64886920163.0,22.83,0.6771321338393834,0.0319754708716601,218
3291,2024Q3,EQT,Oil & Gas Exploration & Production,Energy,0.3453084144034026,22097191329.0,36.27,1.0018701563046968,-0.0148883374689826,491
3292,2024Q4,EQT,Oil & Gas Exploration & Production,Energy,0.2351492602796542,27572673360.0,45.84,0.7450595578813722,0.0152705061082024,437
3296,2024Q3,ERIC,Communication Equipment,Technology,0.1597430721233254,25264140000.0,7.41,3.507638213214034,0.1538461538461538,452
3297,2024Q4,ERIC,Communication Equipment,Technology,0.1557457229439006,26863980000.0,7.97,3.549313526082847,0.1794228356336261,445
3312,2024Q3,ES,Regulated Electric,Utilities,0.4872640561823037,24939089620.0,65.6,0.6378933057370515,-0.0050060975609756,456
3362,2024Q1,ET,Oil & Gas Midstream,Energy,0.4683260067882095,52988078000.0,14.33,0.0,0.0223307745987438,257
3363,2024Q2,ET,Oil & Gas Midstream,Energy,0.4815599271462596,54671131999.0,15.07,0.0,0.0232249502322495,238
3364,2024Q3,ET,Oil & Gas Midstream,Energy,0.4827250882029109,54491355000.0,15.21,0.0,0.0216962524654832,245
3365,2024Q4,ET,Oil & Gas Midstream,Energy,0.4829877173392886,66510009000.0,18.91,0.0,0.0153358011634056,213
3366,2024Q1,ET-PC,Oil & Gas Midstream,Energy,0.4683260067882095,52988078000.0,25.57,0.0,0.0125146656237778,257
3367,2024Q1,ET-PD,Oil & Gas Midstream,Energy,0.4683260067882095,52988078000.0,25.57,0.0,0.0125146656237778,257
3368,2024Q1,ET-PE,Oil & Gas Midstream,Energy,0.4683260067882095,52988078000.0,24.83,0.0,0.0128876359242851,257
3369,2024Q2,ET-PE,Oil & Gas Midstream,Energy,0.4815599271462596,54671131999.0,41.59,0.0,0.0084154844914642,238
3370,2024Q4,ET-PE,Oil & Gas Midstream,Energy,0.4829877173392886,66510009000.0,69.96,0.0,0.004145225843339,213
3371,2024Q1,ET-PI,Oil & Gas Midstream,Energy,0.4683260067882095,52988078000.0,10.08,0.0,0.0317460317460317,257
3372,2024Q2,ET-PI,Oil & Gas Midstream,Energy,0.4815599271462596,54671131999.0,10.39,0.0,0.0336862367661212,238
3373,2024Q3,ET-PI,Oil & Gas Midstream,Energy,0.4827250882029109,54491355000.0,11.01,0.0,0.0299727520435967,245
3374,2024Q4,ET-PI,Oil & Gas Midstream,Energy,0.4829877173392886,66510009000.0,11.27,0.0,0.025732031943212,213
3379,2024Q1,ETN,Industrial - Machinery,Industrials,0.2371091215777864,125040732000.0,308.7,0.1562748963884962,0.0066407515387107,107
3380,2024Q2,ETN,Industrial - Machinery,Industrials,0.2664482872451182,125169160000.0,310.48,0.1550624438777064,0.0080198402473589,105
3381,2024Q3,ETN,Industrial - Machinery,Industrials,0.2568049750229381,130620504000.0,329.3,0.1461935197812442,0.0077133313088369,100
3382,2024Q4,ETN,Industrial - Machinery,Industrials,0.2558818165238008,130159414000.0,330.66,0.1418736807639286,0.0074396661223008,107
3385,2024Q3,ETR,Regulated Electric,Utilities,0.4499213017569454,28147800493.0,64.33,1.091914085127634,0.0467899891186071,419
3386,2024Q4,ETR,Regulated Electric,Utilities,0.4453467780352385,32628967769.0,74.73,0.4730127733688432,0.0089656095276328,386
3428,2024Q1,EW,Medical - Devices,Healthcare,0.0718137280075593,57488896000.0,95.56,0.1238134752144135,0.006069485140226,234
3429,2024Q2,EW,Medical - Devices,Healthcare,0.0707474775479488,55569792000.0,92.37,0.1337277595608902,0.0066038757172242,235
3430,2024Q3,EW,Medical - Devices,Healthcare,0.0544822375724682,39732579000.0,65.99,0.2422173811676798,0.077890589483255,338
3431,2024Q4,EW,Medical - Devices,Healthcare,0.0536180708218118,44210716000.0,74.03,0.2289907764702907,0.0087802242334188,312
3444,2024Q1,EXC,Regulated Electric,Utilities,0.4395849279631047,37570000000.0,35.8,0.7279608938547487,0.0184357541899441,362
3445,2024Q2,EXC,Regulated Electric,Utilities,0.4394413631044685,34644610000.0,33.31,0.7843252514522403,0.0135094566196337,365
3446,2024Q3,EXC,Regulated Electric,Utilities,0.4343923823889884,40752750000.0,39.42,0.6733224982586486,0.0177574835109081,332
3447,2024Q4,EXC,Regulated Electric,Utilities,0.4318080605655756,37941120000.0,36.96,0.7247582434149598,0.01758658008658,354
3451,2024Q4,EXE,Oil & Gas Exploration & Production,Energy,0.206173370617337,23049707450.0,98.98,0.766437157230835,-0.0173772479288745,488
3478,2024Q4,EXPE,Travel Services,Consumer Cyclical,0.2917187779167411,23956261770.0,185.94,0.0637110363188555,0.0125309239539636,474
3498,2024Q1,F,Auto - Manufacturers,Consumer Cyclical,0.5519517680550847,52841120000.0,12.17,0.8852969461901772,0.0271158586688578,258
3499,2024Q2,F,Auto - Manufacturers,Consumer Cyclical,0.5527937061167232,49971900000.0,11.63,0.9400471026883918,0.0395528804815133,258
3500,2024Q3,F,Auto - Manufacturers,Consumer Cyclical,0.5539929001174024,41997120000.0,9.94,1.1212901149350831,0.0221327967806841,319
3501,2024Q4,F,Auto - Manufacturers,Consumer Cyclical,0.5640401688663235,39372300000.0,9.45,1.192670800513938,0.0497354497354497,342
3502,2024Q1,F-PB,Auto - Manufacturers,Consumer Cyclical,0.5519517680550847,52841120000.0,22.21,0.4850996774036225,0.014858171994597,258
3503,2024Q2,F-PB,Auto - Manufacturers,Consumer Cyclical,0.5527937061167232,49971900000.0,22.38,0.488505263818856,0.0205540661304736,258
3504,2024Q3,F-PB,Auto - Manufacturers,Consumer Cyclical,0.5539929001174024,41997120000.0,23.22,0.4800010225002036,0.0094745908699397,319
3505,2024Q4,F-PB,Auto - Manufacturers,Consumer Cyclical,0.5640401688663235,39372300000.0,22.08,0.5104501388069164,0.0212862318840579,342
3506,2024Q1,F-PC,Auto - Manufacturers,Consumer Cyclical,0.5519517680550847,52841120000.0,21.51,0.5008862777840286,0.0153417015341701,258
3507,2024Q2,F-PC,Auto - Manufacturers,Consumer Cyclical,0.5527937061167232,49971900000.0,21.99,0.497169067952069,0.0209185993633469,258
3508,2024Q3,F-PC,Auto - Manufacturers,Consumer Cyclical,0.5539929001174024,41997120000.0,23.05,0.4835411601932636,0.0095444685466377,319
3509,2024Q4,F-PC,Auto - Manufacturers,Consumer Cyclical,0.5640401688663235,39372300000.0,22.1,0.5099881929799417,0.0212669683257918,342
3510,2024Q1,F-PD,Auto - Manufacturers,Consumer Cyclical,0.5519517680550847,52841120000.0,22.85,0.4715126404872847,0.0144420131291028,258
3511,2024Q2,F-PD,Auto - Manufacturers,Consumer Cyclical,0.5527937061167232,49971900000.0,23.37,0.467811202578776,0.0196833547282841,258
3512,2024Q3,F-PD,Auto - Manufacturers,Consumer Cyclical,0.5539929001174024,41997120000.0,24.24,0.4598029596722248,0.009075907590759,319
3513,2024Q4,F-PD,Auto - Manufacturers,Consumer Cyclical,0.5640401688663235,39372300000.0,23.58,0.4779787559311583,0.0199321458863443,342
3524,2024Q1,FANG,Oil & Gas Exploration & Production,Energy,0.2249915796564499,35368792440.0,191.58,0.4957209534005089,0.0223405365904582,376
3525,2024Q2,FANG,Oil & Gas Exploration & Production,Energy,0.3375143811207453,35729310630.0,195.45,0.5005097178574398,0.0238424149398823,354
3526,2024Q3,FANG,Oil & Gas Exploration & Production,Energy,0.1965564968743821,30749264000.0,170.35,1.07320972587963,0.0187261520399178,398
3527,2024Q4,FANG,Oil & Gas Exploration & Production,Energy,0.1980770373892884,33540915900.0,162.68,0.7948048595555338,0.0225596262601426,382
3591,2024Q1,FCX,Copper,Basic Materials,0.1738994058821358,67520720000.0,46.22,0.2557256140849925,0.0071397663349199,205
3592,2024Q2,FCX,Copper,Basic Materials,0.1725267685549556,69789600000.0,47.91,0.2529696756162466,0.0089751617616364,190
3593,2024Q3,FCX,Copper,Basic Materials,0.17471119133574,72134400000.0,49.36,0.2460280517965599,0.0072933549432739,188
3594,2024Q4,FCX,Copper,Basic Materials,0.00074752042007,55025600000.0,37.77,0.3239215343795145,0.0050304474450622,257
3604,2024Q1,FDX,Integrated Freight & Logistics,Industrials,0.4405323176254732,71565780000.0,283.8,0.3762557312128915,0.0125088090204369,190
3605,2024Q2,FDX,Integrated Freight & Logistics,Industrials,0.4570781661245647,74060480000.0,295.3,0.3795578890388481,0.0202505926176769,179
3606,2024Q3,FDX,Integrated Freight & Logistics,Industrials,0.4598378521756178,67598960000.0,270.85,0.4056404217025904,0.0118515783644083,200
3607,2024Q4,FDX,Integrated Freight & Logistics,Industrials,0.2087130473438541,68081859999.0,279.8,0.9474299824550002,0.0109721229449606,210
3609,2024Q2,FE,Regulated Electric,Utilities,0.469434154563807,22005250000.0,36.72,0.5907928388746804,0.0021323529411764,489
3610,2024Q3,FE,Regulated Electric,Utilities,0.4670383796989518,25523425000.0,42.98,0.5019695853368492,0.0169846440204746,449
3611,2024Q4,FE,Regulated Electric,Utilities,0.4615901929136884,22953060000.0,38.95,0.5556367237731548,0.0115532734274711,489
3616,2024Q2,FER,Industrial - Infrastructure Operations,Industrials,0.4473822579433636,28874155296.0,38.12,0.1328859595259688,0.0073452256033578,415
3617,2024Q1,FERG,Industrial - Distribution,Industrials,0.3371581564352648,44253918000.0,214.62,0.124113168118502,0.0073618488491286,314
3618,2024Q2,FERG,Industrial - Distribution,Industrials,0.3162595698140721,39291585000.0,191.0,0.1426998754412532,0.0114659685863874,321
3619,2024Q3,FERG,Industrial - Distribution,Industrials,0.3329109341057205,39872856000.0,196.63,0.1407651906532414,0.0112902405533235,335
3620,2024Q4,FERG,Industrial - Distribution,Industrials,0.2777316407640289,34644572000.0,172.69,0.1630803786994589,0.0135502924315246,373
3652,2024Q1,FI,Information Technology Services,Technology,0.2647198429308076,94437638000.0,159.82,0.3049737436253965,0.0077587285696408,141
3653,2024Q2,FI,Information Technology Services,Technology,0.2742434460537161,88067736000.0,149.04,0.324184499923128,0.0102657004830917,145
3654,2024Q3,FI,Information Technology Services,Technology,0.3182524563866051,104682055000.0,179.65,0.2692567292715325,0.0054550514890064,132
3655,2024Q4,FI,Information Technology Services,Technology,0.3218617186690162,117849454000.0,205.42,0.2276983903823457,0.007983643267452,116
3660,2024Q1,FICO,Software - Application,Technology,1.220583201271551,31014070589.0,1249.61,-0.0237202013797312,0.0041853058154144,406
3661,2024Q2,FICO,Software - Application,Technology,1.2589998659902588,36689514360.0,1488.66,-0.0226033517877286,0.0034393347036932,348
3662,2024Q3,FICO,Software - Application,Technology,1.305407699239297,47379130560.0,1943.52,-0.0200732513378322,0.0028504980653659,283
3663,2024Q4,FICO,Software - Application,Technology,1.4308974292866317,48534891540.0,1990.93,-0.0234504284214168,0.0031442592155424,288
3673,2024Q1,FIS,Consumer Electronics,Technology,0.3144043935212288,42727680000.0,72.79,0.4298180839858954,0.0004052754499244,321
3674,2024Q2,FIS,Consumer Electronics,Technology,0.3249609804034915,43407360000.0,74.29,0.4139548738891834,0.0059227352268138,301
3675,2024Q3,FIS,Consumer Electronics,Technology,0.3202899816577867,46397500000.0,82.93,0.3665963446567625,0.0055468467382129,287
3676,2024Q4,FIS,Consumer Electronics,Technology,0.3416114136869524,44019650000.0,80.32,0.3646328863649878,0.0064741035856573,314
3739,2024Q1,FLUT,"Gambling, Resorts & Casinos",Consumer Cyclical,0.3069549060768097,35063559540.0,197.49,0.2700421358060612,-0.0055699022735328,377
3740,2024Q2,FLUT,"Gambling, Resorts & Casinos",Consumer Cyclical,0.3063070471178357,32387318360.0,182.36,0.3010833272403792,0.0080609782847115,380
3741,2024Q3,FLUT,"Gambling, Resorts & Casinos",Consumer Cyclical,0.2985478806907378,42235840000.0,237.28,0.2425665027616356,-0.0024443695212407,317
3742,2024Q4,FLUT,"Gambling, Resorts & Casinos",Consumer Cyclical,0.2971682715847886,46004100000.0,258.45,0.2020037344497555,0.0017411491584445,303
3757,2024Q1,FMX,Beverages - Alcoholic,Consumer Defensive,0.283138572646572,233067826235.0,123.84,6.271552573612965,0.1275839793281653,39
3758,2024Q2,FMX,Beverages - Alcoholic,Consumer Defensive,0.2899293895665253,192598077026.0,103.23,8.016695935323705,0.6587232393684006,54
3759,2024Q3,FMX,Beverages - Alcoholic,Consumer Defensive,0.2987472629100634,109931366831.0,95.42,14.50782266609274,0.4621672605323831,124
3760,2024Q4,FMX,Beverages - Alcoholic,Consumer Defensive,0.3009749441010128,306627188588.0,83.36,5.0670288831981205,0.0587811900191938,32
3857,2024Q2,FSLR,Solar,Energy,0.0564662793806753,24103928600.0,225.46,0.3006335626433762,0.0144593275969129,460
3858,2024Q3,FSLR,Solar,Energy,0.0606946726826537,26700556480.0,249.44,0.284381767562445,0.0117062219371391,437
3905,2024Q1,FTNT,Software - Infrastructure,Technology,0.1295728325132796,52079544000.0,68.31,-0.0026401920877033,0.0057092665788317,265
3906,2024Q2,FTNT,Software - Infrastructure,Technology,0.1233468688298625,46034226000.0,60.27,0.0062605592630144,0.0082960013273602,283
3907,2024Q3,FTNT,Software - Infrastructure,Technology,0.1122684139177587,59442075000.0,77.55,0.0153070125535707,0.0091553836234687,226
3908,2024Q4,FTNT,Software - Infrastructure,Technology,0.1018426524362139,72418920000.0,94.48,0.0206272062604634,0.0073031329381879,192
3911,2024Q3,FTS,Regulated Electric,Utilities,0.4597512995031734,22547328000.0,44.14,1.0272452149704314,0.0192569098323516,485
3913,2024Q1,FTV,"Hardware, Equipment & Parts",Technology,0.2249815925708186,30253234000.0,85.66,0.3477555498920523,0.0068876955405089,413
