,quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
7974,2024Q3,RSG,Waste Management,Industrials,0.4024240747842159,63246524400.0,199.21,0.1795116186644251,0.0090356909793685,211
7975,2024Q4,RSG,Waste Management,Industrials,0.3998827232886859,63170520000.0,200.12,0.181268465383874,0.0081451129322406,225
8099,2024Q1,SAP,Software - Application,Technology,0.1316464376328601,227600010000.0,192.06,0.1922019691611295,-0.0036967614287201,40
8100,2024Q2,SAP,Software - Application,Technology,0.124058654693228,235193860000.0,200.44,0.1782185538299446,0.0037916583516264,41
8101,2024Q3,SAP,Software - Application,Technology,0.1565443372386859,266901500000.0,227.66,0.155252430989669,0.0054906439427216,36
8102,2024Q4,SAP,Software - Application,Technology,0.1436955289927416,286834650000.0,244.67,0.1594159146830161,0.0055993787550578,33
8144,2024Q1,SBUX,Restaurants,Consumer Cyclical,0.9053202648212728,103490036000.0,88.5,-0.0843107085196782,0.007683615819209,131
8145,2024Q2,SBUX,Restaurants,Consumer Cyclical,0.8870608864299045,88188480000.0,75.96,-0.0923373846776328,0.0122432859399684,144
8146,2024Q3,SBUX,Restaurants,Consumer Cyclical,0.82334640531218,110875403517.0,95.69,-0.0684463740646619,0.0083603302330442,122
8147,2024Q4,SBUX,Restaurants,Consumer Cyclical,0.8111942708610953,103778649820.0,90.12,-0.0730663121791216,0.0076564580559254,129
8148,2024Q1,SCCO,Copper,Basic Materials,0.4222689451019399,81500202000.0,99.67,0.0978744019019068,0.0095314537975318,161
8149,2024Q2,SCCO,Copper,Basic Materials,0.398184242056059,83293794000.0,101.86,0.1065817332893912,0.0118790496760259,157
8150,2024Q3,SCCO,Copper,Basic Materials,0.3832695283864136,90483593623.0,110.63,0.1036480247388931,0.0103950103950103,146
8151,2024Q4,SCCO,Copper,Basic Materials,0.410105004408582,70899140000.0,88.24,0.1319528457191605,0.0114460562103354,196
8190,2024Q1,SE,Specialty Retail,Consumer Cyclical,0.2178038693375753,30665067143.0,53.71,0.2174159739433185,-0.0007708061813442,410
8191,2024Q2,SE,Specialty Retail,Consumer Cyclical,0.2167895657863422,41019363299.0,71.42,0.1674152374035031,0.0019602352282273,312
8192,2024Q3,SE,Specialty Retail,Consumer Cyclical,0.2030098623021074,55597641201.0,94.28,0.1423874615700314,0.0027577428935086,240
8193,2024Q4,SE,Specialty Retail,Consumer Cyclical,0.1822783259874082,64559945611.0,106.1,0.1360405675210753,0.0036757775683317,220
8287,2024Q1,SHEL,Oil & Gas Integrated,Energy,0.1988165327244372,215872152000.0,64.41,0.8995271126688097,0.0353982300884955,46
8288,2024Q2,SHEL,Oil & Gas Integrated,Energy,0.191163246644359,230779145434.0,70.0,0.8284158577415685,0.0157142857142857,42
8289,2024Q3,SHEL,Oil & Gas Integrated,Energy,0.1939794758310566,210304905142.0,64.57,0.9114574677900674,0.0207526715192814,51
8290,2024Q4,SHEL,Oil & Gas Integrated,Energy,0.1990201465910234,192598630000.0,61.98,0.9358035814583936,0.004840271055179,62
8303,2024Q1,SHOP,Software - Application,Technology,0.1030417566594672,99346883090.0,77.17,0.0895146352195436,-0.002721264740184,136
8304,2024Q2,SHOP,Software - Application,Technology,0.100211528291909,85131845000.0,66.05,0.1077387668504071,0.0019682059046177,152
8305,2024Q3,SHOP,Software - Application,Technology,0.0925460296861059,103427481900.0,80.14,0.0978269973717691,0.0079860244571999,135
8306,2024Q4,SHOP,Software - Application,Technology,0.0808675667911519,137737436410.0,106.33,0.0839649401871411,0.0094046835323991,96
8307,2024Q1,SHW,Chemicals - Specialty,Basic Materials,0.5607795766622133,87700825000.0,343.71,0.0403713584241377,0.0058188589217654,152
8308,2024Q2,SHW,Chemicals - Specialty,Basic Materials,0.5375115867531811,74905930000.0,295.99,0.0504997140395477,0.0119936484340687,175
8309,2024Q3,SHW,Chemicals - Specialty,Basic Materials,0.5047917457641968,96441982430.0,379.31,0.0437230681165235,0.0084890986264532,141
8310,2024Q4,SHW,Chemicals - Specialty,Basic Materials,0.5041044997164933,84778542000.0,338.45,0.0473708373346818,0.00567292066775,153
8374,2024Q1,SLB,Oil & Gas Equipment & Services,Energy,0.2543045804078903,78433110000.0,53.77,0.2694916503205476,0.0139482983076064,170
8375,2024Q2,SLB,Oil & Gas Equipment & Services,Energy,0.2671298077896826,67373040000.0,46.58,0.3167797818998789,0.0167453842851009,197
8376,2024Q3,SLB,Oil & Gas Equipment & Services,Energy,0.2596283274736313,59610950000.0,41.69,0.3641320070358341,0.0201487167186375,224
8377,2024Q4,SLB,Oil & Gas Equipment & Services,Energy,0.2467354654133033,52372440000.0,38.34,0.3878406362275091,0.0203442879499217,272
8416,2024Q1,SMCI,Computer Hardware,Technology,0.2111776202074721,57042780000.0,101.0,0.0893012752884764,0.007029702970297,237
8417,2024Q2,SMCI,Computer Hardware,Technology,0.218655589123867,48088947200.0,81.94,0.113737070958376,0.0073224310471076,269
8418,2024Q3,SMCI,Computer Hardware,Technology,0.2091320525687831,24671991480.0,41.64,0.2393868300477299,0.0172910662824207,460
8454,2024Q2,SNAP,Internet Content & Information,Communication Services,0.5714131691221569,27319064960.0,16.61,0.0756512714848056,-0.0090307043949428,426
8471,2024Q1,SNOW,Software - Application,Technology,0.0391475138638197,53907174400.0,161.6,0.0968239042226737,-0.0031559405940594,251
8472,2024Q2,SNOW,Software - Application,Technology,0.0423924687497345,45129651390.0,135.09,0.1011505392803594,-0.0070323488045007,290
8473,2024Q3,SNOW,Software - Application,Technology,0.0497783229736202,38264000960.0,114.86,0.1076062257716621,-0.0082709385338673,350
8474,2024Q4,SNOW,Software - Application,Technology,0.3164528596881493,51176415120.0,154.41,0.0569492958755228,-0.0062819765559225,274
8475,2024Q1,SNPS,Software - Infrastructure,Technology,0.0719014375381395,87422926500.0,571.5,0.0766376880503504,0.0051618547681539,153
8476,2024Q2,SNPS,Software - Infrastructure,Technology,0.0662257350885233,91292320019.0,595.06,0.0785829043080852,0.0032097603602998,142
8477,2024Q3,SNPS,Software - Infrastructure,Technology,0.0655648311860807,78992282490.0,506.39,0.0992342855536022,0.0052528683425818,171
8478,2024Q4,SNPS,Software - Infrastructure,Technology,0.0523542896996464,74943466880.0,485.36,0.1187490322313302,0.0036879841766935,183
8489,2024Q2,SNY,Drug Manufacturers - General,Healthcare,0.1830449693653423,121241776000.0,47.02,0.3089651248633948,0.0046788600595491,108
8490,2024Q4,SNY,Drug Manufacturers - General,Healthcare,0.1348363680175906,120922255999.0,46.74,0.3306992762854105,0.0027813436029097,112
8491,2024Q1,SO,Regulated Electric,Utilities,0.4656437339423351,78483560000.0,68.76,0.424335818728843,0.014979639325189,169
8492,2024Q2,SO,Regulated Electric,Utilities,0.4616062055700768,85016720000.0,75.03,0.3945988514569841,0.0146608023457283,153
8493,2024Q3,SO,Regulated Electric,Utilities,0.4520964739225874,99017640000.0,87.95,0.3451244103122734,0.01591813530415,138
8494,2024Q4,SO,Regulated Electric,Utilities,0.4565160490425679,90552000000.0,80.95,0.3736143316333476,0.0060531192093885,142
8504,2024Q1,SOJC,Regulated Electric,Utilities,0.4656437339423351,78483560000.0,23.05,1.2658278045898157,0.0446854663774403,169
8505,2024Q2,SOJC,Regulated Electric,Utilities,0.4616062055700768,85016720000.0,22.4,1.3217299921793535,0.0491071428571428,153
8506,2024Q3,SOJC,Regulated Electric,Utilities,0.4520964739225874,99017640000.0,24.28,1.250152054652572,0.057660626029654,138
8507,2024Q4,SOJC,Regulated Electric,Utilities,0.4565160490425679,90552000000.0,21.65,1.3969552030355423,0.0226327944572748,142
8508,2024Q1,SOJD,Regulated Electric,Utilities,0.4656437339423351,78483560000.0,21.41,1.3627898596821697,0.0481083605791686,169
8509,2024Q2,SOJD,Regulated Electric,Utilities,0.4616062055700768,85016720000.0,20.85,1.41998809711355,0.052757793764988,153
8510,2024Q3,SOJD,Regulated Electric,Utilities,0.4520964739225874,99017640000.0,22.74,1.3348149466563082,0.0615655233069481,138
8511,2024Q4,SOJD,Regulated Electric,Utilities,0.4565160490425679,90552000000.0,20.1,1.5046806042646512,0.0243781094527363,142
8512,2024Q1,SOJE,Regulated Electric,Utilities,0.4656437339423351,78483560000.0,18.82,1.550336391912606,0.0547290116896918,169
8513,2024Q2,SOJE,Regulated Electric,Utilities,0.4616062055700768,85016720000.0,19.12,1.5484702837247657,0.057531380753138,153
8514,2024Q3,SOJE,Regulated Electric,Utilities,0.4520964739225874,99017640000.0,21.18,1.433129928563005,0.0661000944287063,138
8515,2024Q4,SOJE,Regulated Electric,Utilities,0.4565160490425679,90552000000.0,18.36,1.6472810536884257,0.0266884531590413,142
8528,2024Q1,SONY,Consumer Electronics,Technology,0.1198690668823768,105157968999.0,17.1,72.3612466124196,1.8023391812865497,127
8529,2024Q2,SONY,Consumer Electronics,Technology,0.1203394943434863,103878203552.0,16.94,75.86426928458529,2.2367178276269186,127
8530,2024Q3,SONY,Consumer Electronics,Technology,0.1186915926835918,117272946086.0,19.31,65.73529750230446,2.886587260486795,110
8531,2024Q4,SONY,Consumer Electronics,Technology,0.1216422567221131,127407555160.0,21.16,64.24421997361871,2.933364839319471,109
8557,2024Q1,SPLK,Software - Infrastructure,Technology,0.4645973685265148,26530534800.0,156.9,0.0279153437947281,0.0160611854684512,443
8566,2024Q1,SPOT,Internet Content & Information,Communication Services,0.1942699724517906,52258917838.0,263.9,0.0633193364285193,0.0037514209928003,262
8567,2024Q2,SPOT,Internet Content & Information,Communication Services,0.1769170116301991,64645458460.0,313.79,0.0658824316733733,0.0042385034577265,200
8568,2024Q3,SPOT,Internet Content & Information,Communication Services,0.1692409741305789,76247638639.0,368.53,0.060762537471953,0.0040430901147803,179
8569,2024Q4,SPOT,Internet Content & Information,Communication Services,0.1666805497709287,92561442961.0,447.38,0.0592270818338423,0.0039563681881174,140
8590,2024Q1,SQ,Software - Infrastructure,Technology,0.126664042144362,52135196580.0,84.58,0.3638770397823251,0.0091038070465831,264
8591,2024Q2,SQ,Software - Infrastructure,Technology,0.1724571599026276,39833280340.0,64.49,0.4845695818985116,0.0049620096138936,320
8592,2024Q3,SQ,Software - Infrastructure,Technology,0.1810338949320782,41380811640.0,67.13,0.4814046223478085,0.0068523759868911,325
8593,2024Q4,SQ,Software - Infrastructure,Technology,0.2153107890823203,52390215720.0,84.99,0.4052600885751957,0.0370820096481939,271
8619,2024Q1,SRE,Diversified Utilities,Utilities,0.3545712244989063,45455532430.0,69.6,0.6619465507006239,0.0182471264367816,302
8620,2024Q2,SRE,Diversified Utilities,Utilities,0.3633570236424127,48180207000.0,74.3,0.6267670250302054,0.0152086137281292,268
8621,2024Q3,SRE,Diversified Utilities,Utilities,0.3665464863250416,53117092720.0,82.31,0.1511958588295074,0.012270683999514,252
8622,2024Q4,SRE,Diversified Utilities,Utilities,0.3728147262232853,55714831680.0,86.92,0.5659094036378379,0.0120800736309249,253
8623,2024Q1,SREA,Regulated Electric,Utilities,0.3545712244989063,45455532430.0,22.52,2.0458028387550367,0.0563943161634103,302
8624,2024Q2,SREA,Regulated Electric,Utilities,0.3633570236424127,48180207000.0,22.3,2.0882865452800115,0.0506726457399103,268
8625,2024Q3,SREA,Regulated Electric,Utilities,0.3665464863250416,53117092720.0,23.99,0.5187549454046168,0.0421008753647353,252
8626,2024Q4,SREA,Regulated Electric,Utilities,0.3728147262232853,55714831680.0,22.34,2.2018283511280607,0.0470008952551477,253
8676,2024Q2,STE,Medical - Devices,Healthcare,0.2457974154880581,21701748540.0,217.88,0.2949921812876388,0.0067468331191481,494
8677,2024Q3,STE,Medical - Devices,Healthcare,0.2343078525055054,23979687260.0,241.28,0.2769575668191372,0.0062997347480106,470
8689,2024Q2,STLA,Auto - Manufacturers,Consumer Cyclical,0.1559361194087565,58391361296.0,19.85,1.3996077191185214,0.0962216624685138,224
8690,2024Q4,STLA,Auto - Manufacturers,Consumer Cyclical,0.1793147629896872,38492958600.0,13.05,2.1222582771281187,-0.0076628352490421,349
8691,2024Q1,STLD,Steel,Basic Materials,0.2021689320711398,23519061180.0,145.96,0.3917462473684014,0.0252123869553302,489
8695,2024Q1,STM,Semiconductors,Technology,0.1339847034797581,38952690653.0,42.78,0.4430657256543383,0.0133239831697054,353
8696,2024Q2,STM,Semiconductors,Technology,0.1334216654621376,35385330454.0,38.93,0.4853716497234116,0.0100179809915232,358
8697,2024Q3,STM,Semiconductors,Technology,0.1290170873177614,26757000000.0,29.55,0.6604248918969731,0.0131979695431472,436
8698,2024Q4,STM,Semiconductors,Technology,0.1279957967910116,22473000000.0,24.89,0.7789384402482032,0.015267175572519,497
8723,2024Q1,STSGX,,,0.0789783517593068,49849090904.0,12.35,0.859995623230995,0.0267206477732793,277
8737,2024Q2,STX,Computer Hardware,Technology,0.7847267088771159,21789970000.0,101.0,-0.0702970297029702,0.0241584158415841,491
8738,2024Q3,STX,Computer Hardware,Technology,0.7119919719016558,23220360000.0,107.84,-0.0571322092058447,0.0134458456973293,480
8740,2024Q1,STZ,Beverages - Wineries & Distilleries,Consumer Defensive,0.488379515563392,49709252160.0,265.35,0.2007365114514873,0.0081025061239871,278
8741,2024Q2,STZ,Beverages - Wineries & Distilleries,Consumer Defensive,0.455957574990119,47060628479.0,252.22,0.2223950909936159,0.0190310046784553,275
8742,2024Q3,STZ,Beverages - Wineries & Distilleries,Consumer Defensive,0.5270959439492875,46885922430.0,253.69,0.1705181567061873,-0.0259765855965942,285
8743,2024Q4,STZ,Beverages - Wineries & Distilleries,Consumer Defensive,0.039028860573002,40210287000.0,218.49,0.197420273393432,0.0155613529223305,335
8744,2024Q1,SU,Oil & Gas Integrated,Energy,0.1787443403415968,47761539999.0,35.4,0.9717689581359442,0.0353107344632768,290
8745,2024Q2,SU,Oil & Gas Integrated,Energy,0.1722131256361463,49072800000.0,36.92,0.9394667664238322,0.033044420368364,262
8746,2024Q3,SU,Oil & Gas Integrated,Energy,0.1658578015044892,47368360000.0,36.14,0.9829997431405666,0.0439955727725511,284
8747,2024Q4,SU,Oil & Gas Integrated,Energy,0.1636037601354361,45277920000.0,35.29,0.9939930344119344,0.0181354491357325,304
8771,2024Q1,SW,Packaging & Containers,Consumer Cyclical,0.0,25963261907.0,47.96,8.008167789525731e-09,0.0141632610508757,449
8772,2024Q2,SW,Packaging & Containers,Consumer Cyclical,0.0,26021039436.0,48.75,1.149831047505466e-06,0.0,437
8773,2024Q3,SW,Packaging & Containers,Consumer Cyclical,0.3091119056607964,50378925912.0,48.29,0.7323291204876053,-0.0062124663491406,270
8774,2024Q4,SW,Packaging & Containers,Consumer Cyclical,0.3106789460453849,54905077896.0,52.94,0.6455086578476897,0.0054778995088779,258
8815,2024Q1,SYK,Medical - Devices,Healthcare,0.3400842596822496,136133748000.0,354.59,0.1421348018559905,0.0058377280803181,92
8816,2024Q2,SYK,Medical - Devices,Healthcare,0.3256836187068745,129431100000.0,337.93,0.1534896765726614,0.0064214482289231,101
8817,2024Q3,SYK,Medical - Devices,Healthcare,0.3532498345995026,137640060000.0,359.59,0.147030333512943,0.0060902694735671,96
8818,2024Q4,SYK,Medical - Devices,Healthcare,0.3164227036838798,137215055000.0,359.22,0.1507641008712227,0.0039808473915706,99
8831,2024Q1,SYY,Food Distribution,Consumer Defensive,0.530925885610185,40560978555.0,78.48,0.0535794147600304,0.0108307849133537,343
8832,2024Q2,SYY,Food Distribution,Consumer Defensive,0.5245414777059839,35783410946.0,69.45,0.0534313737253843,0.0177105831533477,353
8833,2024Q3,SYY,Food Distribution,Consumer Defensive,0.518160741885626,38303930140.0,76.49,0.058642373217339,0.013073604392731,349
8834,2024Q4,SYY,Food Distribution,Consumer Defensive,0.5407220159570266,37275731947.0,75.43,0.0544127366264934,0.0110035794776614,360
8835,2024Q1,T,Telecommunications Services,Communication Services,0.3756747148422243,126579200000.0,16.46,0.8830859723981148,0.028554070473876,104
8836,2024Q2,T,Telecommunications Services,Communication Services,0.3712772532447629,137439120000.0,18.16,0.8058655934647981,0.0269823788546255,95
8837,2024Q3,T,Telecommunications Services,Communication Services,0.3716940254343834,158312000000.0,21.22,0.6697205012431096,-0.0014797360980207,86
8838,2024Q4,T,Telecommunications Services,Communication Services,0.356952342354893,163989540000.0,22.25,0.7380573602488592,0.0251685393258427,78
8839,2024Q1,T-PA,Telecommunications Services,Communication Services,0.3756747148422243,126579200000.0,19.84,0.7326408823423876,0.0236895161290322,104
8840,2024Q2,T-PA,Telecommunications Services,Communication Services,0.3712772532447629,137439120000.0,19.87,0.7365132952853917,0.0246602918973326,95
8841,2024Q3,T-PA,Telecommunications Services,Communication Services,0.3716940254343834,158312000000.0,21.36,0.6653309473960105,-0.0014700374531835,86
8842,2024Q4,T-PA,Telecommunications Services,Communication Services,0.356952342354893,163989540000.0,20.41,0.804594623495204,0.027437530622244,78
8843,2024Q1,T-PC,Telecommunications Services,Communication Services,0.3756747148422243,126579200000.0,18.68,0.7781367829589384,0.0251605995717344,104
8844,2024Q2,T-PC,Telecommunications Services,Communication Services,0.3712772532447629,137439120000.0,19.0,0.7702378514379333,0.0257894736842105,95
8845,2024Q3,T-PC,Telecommunications Services,Communication Services,0.3716940254343834,158312000000.0,20.1,0.7070382605163573,-0.0015621890547263,86
8846,2024Q4,T-PC,Telecommunications Services,Communication Services,0.356952342354893,163989540000.0,19.25,0.8530792865214086,0.029090909090909,78
8851,2024Q1,TAK,Drug Manufacturers - Specialty & Generic,Healthcare,0.3572213450287753,43572914943.0,13.35,173.6735642440801,-0.0719101123595505,319
8852,2024Q2,TAK,Drug Manufacturers - Specialty & Generic,Healthcare,0.3757389764145627,40603532596.0,12.43,199.94280573469845,2.4424778761061945,314
8853,2024Q3,TAK,Drug Manufacturers - Specialty & Generic,Healthcare,0.3466131201537089,45024965115.0,13.92,157.02195799503932,2.0883620689655173,295
8879,2024Q1,TBB,Telecommunications Services,Communication Services,0.3756747148422243,169012000000.0,21.89,0.6640290135072165,0.0214709913202375,68
8880,2024Q2,TBB,Telecommunications Services,Communication Services,0.3712772532447629,165775600000.0,21.78,0.6719246637888306,0.0224977043158861,71
8881,2024Q3,TBB,Telecommunications Services,Communication Services,0.3716940254343834,176805720000.0,23.56,0.6032032697953643,-0.0013327674023769,70
8882,2024Q4,TBB,Telecommunications Services,Communication Services,0.356952342354893,175800820000.0,23.72,0.6921735249670671,-0.0392074198988195,70
8891,2024Q1,TBC,Telecommunications Services,Communication Services,0.3756747148422243,175700560000.0,23.4,0.6211792780202124,0.02008547008547,64
8892,2024Q2,TBC,Telecommunications Services,Communication Services,0.3734957012858456,172032640000.0,23.25,0.6258986349150935,0.0210752688172043,67
8893,2024Q3,TBC,Telecommunications Services,Communication Services,0.3716940254343834,179971960000.0,24.67,0.5760627902869389,-0.0012728009728415,69
8894,2024Q4,TBC,Telecommunications Services,Communication Services,0.356952342354893,179833940000.0,24.97,0.6661316866247233,0.0224269122947537,66
8895,2024Q2,TBN,Oil & Gas Exploration & Production,Energy,0.0777772933296079,62619858000.0,22.5,0.0041953974408565,-0.0002044444444444,207
8896,2024Q3,TBN,Oil & Gas Exploration & Production,Energy,0.0757121584065162,56552689536.0,20.32,0.0048733646668485,-0.0001033464566929,236
8897,2024Q4,TBN,Oil & Gas Exploration & Production,Energy,0.0624851451252344,58417369751.0,20.99,0.0041747746438318,-0.0002429728442115,241
8910,2024Q1,TCOM,Travel Services,Consumer Cyclical,0.2091104828757231,28587738640.0,43.69,4.489998789149272,0.1515220874341954,428
8911,2024Q2,TCOM,Travel Services,Consumer Cyclical,0.2425481089325849,32343087929.0,46.79,4.052974235510651,0.1190425304552254,381
8912,2024Q3,TCOM,Travel Services,Consumer Cyclical,0.1894228407695456,40896802460.0,59.16,3.4178230464921557,0.1661595672751859,330
8913,2024Q4,TCOM,Travel Services,Consumer Cyclical,0.1654210346234866,47928695099.0,68.35,2.987699378333158,0.0452084857351865,292
8945,2024Q1,TEAM,Software - Application,Technology,0.2553305031437224,50455641110.0,195.11,0.0223819867107475,0.0002516529137409,273
8946,2024Q2,TEAM,Software - Application,Technology,0.2490901517670404,45938742783.0,176.88,0.0224306262718088,-0.004296698326549,285
8947,2024Q3,TEAM,Software - Application,Technology,0.2588231854209236,41342372060.0,158.81,0.0248712767999853,-0.0030224796927145,326
8948,2024Q4,TEAM,Software - Application,Technology,0.1901158675468964,63394892260.0,243.38,0.0191880774689836,-0.0006163201577779,223
8953,2024Q1,TECK,Industrial Materials,Basic Materials,0.1967390186194836,23700306000.0,45.05,1.1226982146122708,0.0146503884572697,485
8954,2024Q2,TECK,Industrial Materials,Basic Materials,0.1989555513974178,24797830000.0,47.23,1.0818708841074136,0.0148210882913402,452
8956,2024Q1,TEF,Telecommunications Services,Communication Services,0.1166027607361963,24841530000.0,4.17,0.9777514398919352,0.0191846522781774,466
8957,2024Q2,TEF,Telecommunications Services,Communication Services,0.4545097384420457,23734062808.0,4.1,0.5824625371053811,0.0193414634146341,466
8958,2024Q3,TEF,Telecommunications Services,Communication Services,0.0782214083834242,27381240000.0,4.73,0.7715913875361085,0.0003805496828752,428
8959,2024Q4,TEF,Telecommunications Services,Communication Services,0.4479612346022965,22648679999.0,4.02,0.8542219679027653,-0.0572139303482587,493
8960,2024Q1,TEL,"Hardware, Equipment & Parts",Technology,0.1838415702769015,44733920000.0,142.15,0.2843392977054602,0.0123812873724938,310
8961,2024Q2,TEL,"Hardware, Equipment & Parts",Technology,0.1835094768102017,46332440000.0,147.86,0.2791900835360069,0.0126470986067902,281
8962,2024Q3,TEL,"Hardware, Equipment & Parts",Technology,0.1839065371488579,46202940000.0,149.06,0.2735514394053118,0.0061049241916006,288
8963,2024Q4,TEL,"Hardware, Equipment & Parts",Technology,0.1873802415222138,43319910000.0,141.75,0.2927807565488725,0.0124867724867724,321
8972,2024Q2,TER,Semiconductors,Technology,0.027106544417417,23400755160.0,147.6,0.1172431390482062,0.0079945799457994,472
8973,2024Q3,TER,Semiconductors,Technology,0.0261655482835896,21760678540.0,133.44,0.1334441520292067,0.0066696642685851,499
8978,2024Q4,TEVA,Drug Manufacturers - Specialty & Generic,Healthcare,0.4597213039719269,24971320000.0,22.04,0.2151668393981575,-0.0086206896551724,462
9027,2024Q1,TGT,Discount Stores,Consumer Defensive,0.3206879109762266,81906462000.0,169.97,0.1711624657125531,0.0175913396481732,159
9028,2024Q2,TGT,Discount Stores,Consumer Defensive,0.353665838126168,68468500000.0,142.97,0.2094407728582433,0.0142687277051129,194
9029,2024Q3,TGT,Discount Stores,Consumer Defensive,0.3346370211626038,71944976000.0,151.7,0.2056548308361097,0.0170072511535926,189
9030,2024Q4,TGT,Discount Stores,Consumer Defensive,0.3314312073943722,61750224000.0,132.52,0.2368597055557095,0.0139601569574403,232
9072,2024Q1,TJX,Apparel - Retail,Consumer Cyclical,0.4216223484721148,114858405781.0,99.75,0.0645764611812651,0.0124310776942355,117
9073,2024Q2,TJX,Apparel - Retail,Consumer Cyclical,0.4259577479025573,124429422075.0,108.7,0.0609408262089724,0.0086476540938362,106
9074,2024Q3,TJX,Apparel - Retail,Consumer Cyclical,0.4140402552773686,132467580000.0,116.44,0.0591361878285987,0.0083304706286499,98
9075,2024Q4,TJX,Apparel - Retail,Consumer Cyclical,0.3919718830928598,137481780000.0,120.06,0.0604031022051825,0.0095785440613026,97
9096,2024Q1,TM,Auto - Manufacturers,Consumer Cyclical,0.4057267450660659,339231114386.0,248.49,102.17312871826724,2.978791903094692,26
9097,2024Q2,TM,Auto - Manufacturers,Consumer Cyclical,0.4064899914894426,276077356163.0,202.37,131.111418393344,4.891535306616593,35
9098,2024Q3,TM,Auto - Manufacturers,Consumer Cyclical,0.4094643968031328,234160506933.0,178.57,144.7727403836924,2.4169793358346867,43
9099,2024Q4,TM,Auto - Manufacturers,Consumer Cyclical,0.4180610525234188,255193908575.0,194.61,140.71758690764918,8.594625147731358,38
9105,2024Q2,TME,Internet Content & Information,Communication Services,0.0731630362235301,21690451805.0,13.88,2.856495498950111,0.0792507204610951,495
9112,2024Q1,TMO,Medical - Diagnostics & Research,Healthcare,0.3667336114115042,222022220000.0,579.52,0.205604349221309,0.0060049696300386,44
9113,2024Q2,TMO,Medical - Diagnostics & Research,Healthcare,0.3615578297595841,211246000000.0,551.77,0.2250349588905082,0.0073400148612646,47
9114,2024Q3,TMO,Medical - Diagnostics & Research,Healthcare,0.35184926866207,236816547941.0,617.59,0.2076641605280583,0.0069139720526562,42
9115,2024Q4,TMO,Medical - Diagnostics & Research,Healthcare,0.3213592133249761,196646940000.0,519.79,0.2490011257972534,0.0092152600088497,57
9116,2024Q1,TMUS,Telecommunications Services,Communication Services,0.5607365175402874,193464420680.0,160.95,0.325380121629265,0.012426219322771,56
9117,2024Q2,TMUS,Telecommunications Services,Communication Services,0.5473323839525885,206135156367.0,174.39,0.3069778049657242,0.0143356843855725,48
9118,2024Q3,TMUS,Telecommunications Services,Communication Services,0.5511525941672756,241275157172.0,204.93,0.2686649232418799,0.0127848533645635,41
9119,2024Q4,TMUS,Telecommunications Services,Communication Services,0.5477155286370082,258076494682.0,219.99,0.2400400074759197,0.0115914359743624,37
9175,2024Q4,TPL,Oil & Gas Exploration & Production,Energy,0.0003629749523244,25415729442.0,1104.72,0.0446201942043584,0.0046618147584908,456
9195,2024Q1,TRGP,Oil & Gas Midstream,Energy,0.629978749022599,24951372000.0,109.13,0.1112067846544096,0.0112709612388893,464
9196,2024Q2,TRGP,Oil & Gas Midstream,Energy,0.6441765972855785,28692184000.0,126.3,0.0884018873399899,0.0106096595407759,416
9197,2024Q3,TRGP,Oil & Gas Midstream,Energy,0.6569134122846264,32710209999.0,145.98,0.0805108099501964,0.0120564460885052,385
9198,2024Q4,TRGP,Oil & Gas Midstream,Energy,0.6274715075591293,39091500000.0,176.85,0.0665701650926741,0.0082555838281029,344
9200,2024Q1,TRI,Specialty Business Services,Industrials,0.2178585080190513,70454845848.0,153.28,0.1590666460612162,0.0069154488517745,196
9201,2024Q2,TRI,Specialty Business Services,Industrials,0.1917774799026035,76214935279.0,166.34,0.1550358712485475,0.0112420343873993,171
9202,2024Q3,TRI,Specialty Business Services,Industrials,0.1561740382507731,76832159986.0,168.9,0.1562527160293104,0.00396684428656,178
9203,2024Q4,TRI,Specialty Business Services,Industrials,0.1636925747138905,72152843700.0,159.31,0.167443525261913,0.0086623564120268,193
9244,2024Q1,TRP,Oil & Gas Midstream,Energy,0.5040226204052302,37974940000.0,34.56,0.8399016482731526,0.0335648148148148,358
9245,2024Q2,TRP,Oil & Gas Midstream,Energy,0.5078536486254162,35797240000.0,33.18,0.8753864691757591,0.0271247739602169,352
9246,2024Q3,TRP,Oil & Gas Midstream,Energy,0.5349170682671555,46171713447.0,42.26,0.6760138023894814,0.0324183625177472,289
9247,2024Q4,TRP,Oil & Gas Midstream,Energy,0.5063893845724483,48344670000.0,45.96,0.5783700662886887,0.0204525674499564,289
9265,2024Q1,TS,Oil & Gas Equipment & Services,Energy,0.0359933238492787,22776757080.0,36.58,0.8204682674291166,0.0349917987971569,498
9269,2024Q1,TSCO,Specialty Retail,Consumer Cyclical,0.5719124341153291,28249468200.0,51.51,0.0763991722847194,0.0071442438361483,431
9270,2024Q2,TSCO,Specialty Retail,Consumer Cyclical,0.5633422739828734,29087100000.0,53.35,0.0802217978560897,0.0148078725398313,411
9271,2024Q3,TSCO,Specialty Retail,Consumer Cyclical,0.586067195425996,31310293300.0,57.73,0.073681747704168,0.0077602632946474,391
9272,2024Q4,TSCO,Specialty Retail,Consumer Cyclical,0.5532023148268546,28549994200.0,52.85,0.0805079387269967,0.008325449385052,425
9277,2024Q1,TSLA,Auto - Manufacturers,Consumer Cyclical,0.0907384688627249,560066940000.0,175.79,0.1149469740170701,0.0021047841174128,14
