quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,mkt_cap_rank
2024Q1,WFC,Banks - Diversified,Financial Services,0.1514828091527308,206343396000.0,56.28,6
2024Q2,WFC,Banks - Diversified,Financial Services,0.1535870042003574,204794537000.0,58.0,5
2024Q3,WFC,Banks - Diversified,Financial Services,0.10216036938284451,187140072000.0,55.59,5
2024Q4,WFC,Banks - Diversified,Financial Services,0.08968492288240766,230415295999.0,69.51,4
2024Q1,WTM,Insurance - Property & Casualty,Financial Services,0.059818106190909805,4594219023.0,1793.35,37
2024Q2,WTM,Insurance - Property & Casualty,Financial Services,0.056991755436359925,4600147695.0,1816.48,40
2024Q3,WTM,Insurance - Property & Casualty,Financial Services,0.05271100362756953,4294439160.0,1695.3,39
2024Q4,WTM,Insurance - Property & Casualty,Financial Services,0.05667163697912469,4926253462.0,1944.03,42
2024Q1,XOM,Oil & Gas Integrated,Energy,0.10700734021666075,464727520000.0,111.42,2
2024Q2,XOM,Oil & Gas Integrated,Energy,0.09373853664042439,496973040000.0,111.24,2
2024Q3,XOM,Oil & Gas Integrated,Energy,0.09211631552057084,523035640000.0,114.18,2
2024Q4,XOM,Oil & Gas Integrated,Energy,0.0832658911737141,479977340000.0,105.64,2
