symbol,date,marketCap,ticker
AFTFX,2024-09-06,23679012644,AFTFX
AFTFX,2024-09-05,23660144950,AFTFX
AFTFX,2024-09-04,23384333779,AFTFX
AFTFX,2024-09-03,23365671103,AFTFX
AFTFX,2024-08-30,23421659124,AFTFX
AFTFX,2024-08-29,23421659124,AFTFX
AFTFX,2024-08-28,23421659124,AFTFX
AFTFX,2024-08-27,23440381473,AFTFX
AFTFX,2024-08-26,23440381473,AFTFX
AFTFX,2024-08-23,23421659128,AFTFX
AFTFX,2024-08-22,23402951732,AFTFX
AFTFX,2024-08-21,23440381473,AFTFX
AFTFX,2024-08-20,23421659124,AFTFX
AFTFX,2024-08-19,23402936775,AFTFX
AFTFX,2024-08-16,23421659125,AFTFX
AFTFX,2024-08-15,23421659125,AFTFX
AFTFX,2024-08-14,23477871106,AFTFX
AFTFX,2024-08-13,23459133779,AFTFX
AFTFX,2024-08-12,23421659125,AFTFX
AFTFX,2024-08-09,23421659125,AFTFX
AFTFX,2024-08-08,23421659125,AFTFX
AFTFX,2024-08-07,23477871106,AFTFX
AFTFX,2024-08-06,23590295070,AFTFX
AFTFX,2024-08-05,23609032398,AFTFX
AFTFX,2024-08-02,23331774973,AFTFX
AFTFX,2024-08-01,23284598812,AFTFX
AFTFX,2024-07-31,23377527671,AFTFX
AFTFX,2024-07-30,23339973410,AFTFX
AFTFX,2024-07-29,23358750541,AFTFX
AFTFX,2024-07-26,23433859068,AFTFX
AFTFX,2024-07-25,23415021561,AFTFX
AFTFX,2024-07-24,23415021561,AFTFX
AFTFX,2024-07-23,23433859068,AFTFX
AFTFX,2024-07-22,23452711727,AFTFX
AFTFX,2024-07-19,23452696576,AFTFX
AFTFX,2024-07-18,23433859066,AFTFX
AFTFX,2024-07-17,23433859066,AFTFX
AFTFX,2024-07-16,23433859066,AFTFX
AFTFX,2024-07-15,23396214312,AFTFX
AFTFX,2024-07-12,23452711727,AFTFX
AFTFX,2024-07-11,23415021561,AFTFX
AFTFX,2024-07-10,23377346546,AFTFX
AFTFX,2024-07-09,23358509039,AFTFX
AFTFX,2024-07-08,23339671532,AFTFX
AFTFX,2024-07-05,23433859060,AFTFX
AFTFX,2024-07-03,23375552360,AFTFX
AFTFX,2024-07-02,23337758419,AFTFX
AFTFX,2024-07-01,23375491250,AFTFX
AFTFX,2024-06-28,23154818678,AFTFX
AFTFX,2024-06-27,23117381627,AFTFX
AFTFX,2024-06-26,23117381627,AFTFX
AFTFX,2024-06-25,23173446417,AFTFX
AFTFX,2024-06-24,23173446417,AFTFX
AFTFX,2024-06-21,23117381628,AFTFX
AFTFX,2024-06-20,23117381628,AFTFX
AFTFX,2024-06-18,23136024677,AFTFX
AFTFX,2024-06-17,23117381628,AFTFX
AFTFX,2024-06-14,23117381631,AFTFX
AFTFX,2024-06-13,23098753604,AFTFX
AFTFX,2024-06-12,23061452478,AFTFX
AFTFX,2024-06-11,22949594180,AFTFX
AFTFX,2024-06-10,22930951131,AFTFX
AFTFX,2024-06-07,23136176247,AFTFX
AFTFX,2024-06-06,23170493674,AFTFX
AFTFX,2024-06-05,23001943705,AFTFX
AFTFX,2024-06-04,22927140636,AFTFX
AFTFX,2024-06-03,22871038334,AFTFX
AFTFX,2024-05-31,23015660107,AFTFX
AFTFX,2024-05-30,23053344307,AFTFX
AFTFX,2024-05-29,23053344307,AFTFX
AFTFX,2024-05-28,23128991048,AFTFX
AFTFX,2024-05-24,23072255996,AFTFX
AFTFX,2024-05-23,23091105878,AFTFX
AFTFX,2024-05-22,23147655525,AFTFX
AFTFX,2024-05-21,23204205172,AFTFX
AFTFX,2024-05-20,23241904937,AFTFX
AFTFX,2024-05-17,23109680582,AFTFX
AFTFX,2024-05-16,23090937983,AFTFX
AFTFX,2024-05-15,23109619972,AFTFX
AFTFX,2024-05-14,23072255995,AFTFX
AFTFX,2024-05-13,23034922244,AFTFX
AFTFX,2024-05-10,23072255989,AFTFX
AFTFX,2024-05-09,23090953117,AFTFX
AFTFX,2024-05-08,23090953117,AFTFX
AFTFX,2024-05-07,23053574006,AFTFX
AFTFX,2024-05-06,22997528040,AFTFX
AFTFX,2024-05-03,22962071311,AFTFX
AFTFX,2024-05-02,22887337149,AFTFX
AFTFX,2024-05-01,22868653608,AFTFX
AFTFX,2024-04-30,22831286527,AFTFX
AFTFX,2024-04-29,22849970068,AFTFX
AFTFX,2024-04-26,22812602987,AFTFX
AFTFX,2024-04-25,22812602987,AFTFX
AFTFX,2024-04-24,22887337149,AFTFX
AFTFX,2024-04-23,22906020689,AFTFX
AFTFX,2024-04-22,22906020689,AFTFX
AFTFX,2024-04-19,22887337149,AFTFX
AFTFX,2024-04-18,22887337149,AFTFX
AFTFX,2024-04-17,22887337149,AFTFX
AFTFX,2024-04-16,22887337149,AFTFX
AFTFX,2024-04-15,22943387770,AFTFX
AFTFX,2024-04-12,22962071311,AFTFX
AFTFX,2024-04-11,22906020689,AFTFX
AFTFX,2024-04-10,22906020689,AFTFX
AFTFX,2024-04-09,22980754851,AFTFX
AFTFX,2024-04-08,22943387770,AFTFX
AFTFX,2024-04-05,22962071311,AFTFX
AFTFX,2024-04-04,22980754851,AFTFX
AFTFX,2024-04-03,22962071311,AFTFX
AFTFX,2024-04-02,22980754851,AFTFX
AFTFX,2024-04-01,23111539635,AFTFX
AFTFX,2024-03-28,23130223176,AFTFX
AFTFX,2024-03-27,23111539635,AFTFX
AFTFX,2024-03-26,23130223176,AFTFX
AFTFX,2024-03-25,23167590257,AFTFX
AFTFX,2024-03-22,23167590257,AFTFX
AFTFX,2024-03-21,23148906716,AFTFX
AFTFX,2024-03-20,23148906716,AFTFX
AFTFX,2024-03-19,23167590257,AFTFX
AFTFX,2024-03-18,23167590257,AFTFX
AFTFX,2024-03-15,23186273797,AFTFX
AFTFX,2024-03-14,23204957338,AFTFX
AFTFX,2024-03-13,23261007959,AFTFX
AFTFX,2024-03-12,23261007959,AFTFX
AFTFX,2024-03-11,23261007959,AFTFX
AFTFX,2024-03-08,23242324419,AFTFX
AFTFX,2024-03-07,23242324419,AFTFX
AFTFX,2024-03-06,23204957338,AFTFX
AFTFX,2024-03-05,23204957338,AFTFX
AFTFX,2024-03-04,23167590257,AFTFX
AFTFX,2024-03-01,23186273797,AFTFX
AFTFX,2024-02-29,23167590257,AFTFX
AFTFX,2024-02-28,23167590257,AFTFX
AFTFX,2024-02-27,23148906716,AFTFX
AFTFX,2024-02-26,23148906716,AFTFX
AFTFX,2024-02-23,23148906716,AFTFX
AFTFX,2024-02-22,23130223176,AFTFX
AFTFX,2024-02-21,23148906716,AFTFX
AFTFX,2024-02-20,23148906716,AFTFX
AFTFX,2024-02-16,23130223176,AFTFX
AFTFX,2024-02-15,23148906716,AFTFX
AFTFX,2024-02-14,23111539635,AFTFX
AFTFX,2024-02-13,23092856095,AFTFX
AFTFX,2024-02-12,23167590257,AFTFX
AFTFX,2024-02-09,23148906716,AFTFX
AFTFX,2024-02-08,23148906716,AFTFX
AFTFX,2024-02-07,23148906716,AFTFX
AFTFX,2024-02-06,23130223176,AFTFX
AFTFX,2024-02-05,23130223176,AFTFX
AFTFX,2024-02-02,23261007959,AFTFX
AFTFX,2024-02-01,23317058581,AFTFX
AFTFX,2024-01-31,23223640878,AFTFX
AFTFX,2024-01-30,23148906716,AFTFX
AFTFX,2024-01-29,23092856095,AFTFX
AFTFX,2024-01-26,23036805473,AFTFX
AFTFX,2024-01-25,23036805473,AFTFX
AFTFX,2024-01-24,23018121932,AFTFX
AFTFX,2024-01-23,23018121932,AFTFX
AFTFX,2024-01-22,23055489014,AFTFX
AFTFX,2024-01-19,23036805473,AFTFX
AFTFX,2024-01-18,23092856095,AFTFX
AFTFX,2024-01-17,23148906716,AFTFX
AFTFX,2024-01-16,23223640878,AFTFX
AFTFX,2024-01-12,23279691500,AFTFX
AFTFX,2024-01-11,23261007959,AFTFX
AFTFX,2024-01-10,23242324419,AFTFX
AFTFX,2024-01-09,23279691500,AFTFX
AFTFX,2024-01-08,23279691500,AFTFX
AFTFX,2024-01-05,23279691500,AFTFX
AFTFX,2024-01-04,23279691500,AFTFX
AFTFX,2024-01-03,23279691500,AFTFX
AFTFX,2024-01-02,23298375040,AFTFX
AFTFX,2023-12-29,23298375040,AFTFX
AFTFX,2023-12-28,23317058581,AFTFX
AFTFX,2023-12-27,23317058581,AFTFX
AFTFX,2023-12-26,23279691500,AFTFX
AFTFX,2023-12-22,23261007959,AFTFX
AFTFX,2023-12-21,23261007959,AFTFX
AFTFX,2023-12-20,23261007959,AFTFX
AFTFX,2023-12-19,23186273797,AFTFX
AFTFX,2023-12-18,23186273797,AFTFX
AFTFX,2023-12-15,23167590257,AFTFX
AFTFX,2023-12-14,23148906716,AFTFX
AFTFX,2023-12-13,22962071311,AFTFX
AFTFX,2023-12-12,22887337149,AFTFX
AFTFX,2023-12-11,22906020689,AFTFX
AFTFX,2023-12-08,22924704230,AFTFX
AFTFX,2023-12-07,22943387770,AFTFX
AFTFX,2023-12-06,22924704230,AFTFX
AFTFX,2023-12-05,22868653608,AFTFX
AFTFX,2023-12-04,22812602987,AFTFX
AFTFX,2023-12-01,22831286527,AFTFX
AFTFX,2023-11-30,22793919446,AFTFX
AFTFX,2023-11-29,22737868825,AFTFX
AFTFX,2023-11-28,22588400500,AFTFX
AFTFX,2023-11-27,22532349879,AFTFX
AFTFX,2023-11-24,22494982798,AFTFX
AFTFX,2023-11-22,22494982798,AFTFX
AFTFX,2023-11-21,22457615717,AFTFX
AFTFX,2023-11-20,22420248636,AFTFX
AFTFX,2023-11-17,22382881554,AFTFX
AFTFX,2023-11-16,22345514473,AFTFX
AFTFX,2023-11-15,22289463852,AFTFX
AFTFX,2023-11-14,22289463852,AFTFX
AFTFX,2023-11-13,22139995528,AFTFX
AFTFX,2023-11-10,22139995528,AFTFX
AFTFX,2023-11-09,22139995528,AFTFX
AFTFX,2023-11-08,22121311987,AFTFX
AFTFX,2023-11-07,22027894284,AFTFX
AFTFX,2023-11-06,21971843663,AFTFX
AFTFX,2023-11-03,21971843663,AFTFX
AFTFX,2023-11-02,21785008257,AFTFX
AFTFX,2023-11-01,21616856393,AFTFX
AFTFX,2023-10-31,21579489312,AFTFX
AFTFX,2023-10-30,21560805771,AFTFX
AFTFX,2023-10-27,21579489312,AFTFX
AFTFX,2023-10-26,21579489312,AFTFX
AFTFX,2023-10-25,21579489312,AFTFX
AFTFX,2023-10-24,21616856393,AFTFX
AFTFX,2023-10-23,21579489312,AFTFX
AFTFX,2023-10-20,21598172852,AFTFX
AFTFX,2023-10-19,21579489312,AFTFX
AFTFX,2023-10-18,21654223474,AFTFX
AFTFX,2023-10-17,21728957636,AFTFX
AFTFX,2023-10-16,21859742420,AFTFX
AFTFX,2023-10-13,21953160122,AFTFX
AFTFX,2023-10-12,21953160122,AFTFX
AFTFX,2023-10-11,21990527203,AFTFX
AFTFX,2023-10-10,21822375339,AFTFX
AFTFX,2023-10-09,21766324717,AFTFX
AFTFX,2023-10-06,21710274095,AFTFX
AFTFX,2023-10-05,21766324717,AFTFX
AFTFX,2023-10-04,21766324717,AFTFX
AFTFX,2023-10-03,21747641176,AFTFX
AFTFX,2023-10-02,21822375339,AFTFX
AFTFX,2023-09-29,21878425960,AFTFX
AFTFX,2023-09-28,21822375339,AFTFX
AFTFX,2023-09-27,21971843663,AFTFX
AFTFX,2023-09-26,22009210744,AFTFX
AFTFX,2023-09-25,22046577825,AFTFX
AFTFX,2023-09-22,22177362609,AFTFX
AFTFX,2023-09-21,22196046149,AFTFX
AFTFX,2023-09-20,22345514473,AFTFX
AFTFX,2023-09-19,22345514473,AFTFX
AFTFX,2023-09-18,22364198014,AFTFX
AFTFX,2023-09-15,22364198014,AFTFX
AFTFX,2023-09-14,22382881554,AFTFX
AFTFX,2023-09-13,22401565095,AFTFX
AFTFX,2023-09-12,22382881554,AFTFX
AFTFX,2023-09-11,22401565095,AFTFX
AFTFX,2023-09-08,22401565095,AFTFX
AFTFX,2023-09-07,22401565095,AFTFX
AFTFX,2023-09-06,22457615717,AFTFX
AFTFX,2023-09-05,22476299257,AFTFX
AFTFX,2023-09-01,22494982798,AFTFX
AFTFX,2023-08-31,22513666338,AFTFX
AFTFX,2023-08-30,22457615717,AFTFX
AFTFX,2023-08-29,22438932176,AFTFX
AFTFX,2023-08-28,22420248636,AFTFX
AFTFX,2023-08-25,22401565095,AFTFX
AFTFX,2023-08-24,22401565095,AFTFX
AFTFX,2023-08-23,22401565095,AFTFX
AFTFX,2023-08-22,22382881554,AFTFX
AFTFX,2023-08-21,22438932176,AFTFX
AFTFX,2023-08-18,22457615717,AFTFX
AFTFX,2023-08-17,22494982798,AFTFX
AFTFX,2023-08-16,22607084041,AFTFX
AFTFX,2023-08-15,22625767581,AFTFX
AFTFX,2023-08-14,22644451122,AFTFX
AFTFX,2023-08-11,22644451122,AFTFX
AFTFX,2023-08-10,22663134662,AFTFX
AFTFX,2023-08-09,22663134662,AFTFX
AFTFX,2023-08-08,22607084041,AFTFX
AFTFX,2023-08-07,22569716960,AFTFX
AFTFX,2023-08-04,22569716960,AFTFX
AFTFX,2023-08-03,22551033419,AFTFX
AFTFX,2023-08-02,22681818203,AFTFX
AFTFX,2023-08-01,22756552365,AFTFX
AFTFX,2023-07-31,22793919446,AFTFX
AFTFX,2023-07-28,22793919446,AFTFX
AFTFX,2023-07-27,22831286527,AFTFX
AFTFX,2023-07-26,22906020689,AFTFX
AFTFX,2023-07-25,22906020689,AFTFX
AFTFX,2023-07-24,22906020689,AFTFX
AFTFX,2023-07-21,22906020689,AFTFX
AFTFX,2023-07-20,22887337149,AFTFX
AFTFX,2023-07-19,22906020689,AFTFX
AFTFX,2023-07-18,22868653608,AFTFX
AFTFX,2023-07-17,22831286527,AFTFX
AFTFX,2023-07-14,22812602987,AFTFX
AFTFX,2023-07-13,22812602987,AFTFX
AFTFX,2023-07-12,22737868825,AFTFX
AFTFX,2023-07-11,22719185284,AFTFX
AFTFX,2023-07-10,22700501743,AFTFX
AFTFX,2023-07-07,22700501743,AFTFX
AFTFX,2023-07-06,22719185284,AFTFX
AFTFX,2023-07-05,22793919446,AFTFX
AFTFX,2023-07-03,22793919446,AFTFX
AFTFX,2023-06-30,22793919446,AFTFX
AFTFX,2023-06-29,22793919446,AFTFX
AFTFX,2023-06-28,22849970068,AFTFX
AFTFX,2023-06-27,22849970068,AFTFX
AFTFX,2023-06-26,22831286527,AFTFX
AFTFX,2023-06-23,22831286527,AFTFX
AFTFX,2023-06-22,22812602987,AFTFX
AFTFX,2023-06-21,22812602987,AFTFX
AFTFX,2023-06-20,22812602987,AFTFX
AFTFX,2023-06-16,22775235906,AFTFX
AFTFX,2023-06-15,22775235906,AFTFX
AFTFX,2023-06-14,22756552365,AFTFX
AFTFX,2023-06-13,22737868825,AFTFX
AFTFX,2023-06-12,22737868825,AFTFX
AFTFX,2023-06-09,22737868825,AFTFX
AFTFX,2023-06-08,22737868825,AFTFX
AFTFX,2023-06-07,22737868825,AFTFX
AFTFX,2023-06-06,22756552365,AFTFX
AFTFX,2023-06-05,22737868825,AFTFX
AFTFX,2023-06-02,22737868825,AFTFX
AFTFX,2023-06-01,22737868825,AFTFX
AFTFX,2023-05-31,22663134662,AFTFX
AFTFX,2023-05-30,22607084041,AFTFX
AFTFX,2023-05-26,22513666338,AFTFX
AFTFX,2023-05-25,22532349879,AFTFX
AFTFX,2023-05-24,22532349879,AFTFX
AFTFX,2023-05-23,22494982798,AFTFX
AFTFX,2023-05-22,22607084041,AFTFX
AFTFX,2023-05-19,22625767581,AFTFX
AFTFX,2023-05-18,22737868825,AFTFX
AFTFX,2023-05-17,22849970068,AFTFX
AFTFX,2023-05-16,22887337149,AFTFX
AFTFX,2023-05-15,22943387770,AFTFX
AFTFX,2023-05-12,22943387770,AFTFX
AFTFX,2023-05-11,22962071311,AFTFX
AFTFX,2023-05-10,22943387770,AFTFX
AFTFX,2023-05-09,22943387770,AFTFX
AFTFX,2023-05-08,22962071311,AFTFX
AFTFX,2023-05-05,22962071311,AFTFX
AFTFX,2023-05-04,22962071311,AFTFX
AFTFX,2023-05-03,22906020689,AFTFX
AFTFX,2023-05-02,22868653608,AFTFX
AFTFX,2023-05-01,22849970068,AFTFX
AFTFX,2023-04-28,22868653608,AFTFX
AFTFX,2023-04-27,22868653608,AFTFX
AFTFX,2023-04-26,22906020689,AFTFX
AFTFX,2023-04-25,22887337149,AFTFX
AFTFX,2023-04-24,22849970068,AFTFX
AFTFX,2023-04-21,22812602987,AFTFX
AFTFX,2023-04-20,22812602987,AFTFX
AFTFX,2023-04-19,22793919446,AFTFX
AFTFX,2023-04-18,22868653608,AFTFX
AFTFX,2023-04-17,23036805473,AFTFX
AFTFX,2023-04-14,23111539635,AFTFX
AFTFX,2023-04-13,23167590257,AFTFX
AFTFX,2023-04-12,23167590257,AFTFX
AFTFX,2023-04-11,23130223176,AFTFX
AFTFX,2023-04-10,23130223176,AFTFX
AFTFX,2023-04-06,23130223176,AFTFX
AFTFX,2023-04-05,23074172554,AFTFX
AFTFX,2023-04-04,22999438392,AFTFX
AFTFX,2023-04-03,22943387770,AFTFX
AFTFX,2023-03-31,22924704230,AFTFX
AFTFX,2023-03-30,22887337149,AFTFX
AFTFX,2023-03-29,22887337149,AFTFX
AFTFX,2023-03-28,22868653608,AFTFX
AFTFX,2023-03-27,22887337149,AFTFX
AFTFX,2023-03-24,22887337149,AFTFX
AFTFX,2023-03-23,22812602987,AFTFX
AFTFX,2023-03-22,22775235906,AFTFX
AFTFX,2023-03-21,22756552365,AFTFX
AFTFX,2023-03-20,22793919446,AFTFX
AFTFX,2023-03-17,22812602987,AFTFX
AFTFX,2023-03-16,22793919446,AFTFX
AFTFX,2023-03-15,22775235906,AFTFX
AFTFX,2023-03-14,22737868825,AFTFX
AFTFX,2023-03-13,22756552365,AFTFX
AFTFX,2023-03-10,22663134662,AFTFX
AFTFX,2023-03-09,22569716960,AFTFX
AFTFX,2023-03-08,22551033419,AFTFX
AFTFX,2023-03-07,22551033419,AFTFX
AFTFX,2023-03-06,22532349879,AFTFX
AFTFX,2023-03-03,22513666338,AFTFX
AFTFX,2023-03-02,22513666338,AFTFX
AFTFX,2023-03-01,22532349879,AFTFX
AFTFX,2023-02-28,22569716960,AFTFX
AFTFX,2023-02-27,22569716960,AFTFX
AFTFX,2023-02-24,22551033419,AFTFX
AFTFX,2023-02-23,22588400500,AFTFX
AFTFX,2023-02-22,22569716960,AFTFX
AFTFX,2023-02-21,22569716960,AFTFX
