ticker,company_name,quarter_end_date,stock_price,market_cap,industry,sector,isETF,isFund,mkt_cap_rank
ABNB,"Airbnb, Inc.",2023-06-30,128.16,82022400000.0,Travel Services,Consumer Cyclical,False,False,152
ABNB,"Airbnb, Inc.",2023-09-30,137.21,87814400000.0,Travel Services,Consumer Cyclical,False,False,144
ABNB,"Airbnb, Inc.",2023-12-31,136.14,86857319999.0,Travel Services,Consumer Cyclical,False,False,162
ABR,"Arbor Realty Trust, Inc.",2023-03-31,8.95,2089059738.0,REIT - Mortgage,Real Estate,False,False,1896
ABR,"Arbor Realty Trust, Inc.",2023-06-30,11.94,2771686713.0,REIT - Mortgage,Real Estate,False,False,1707
ABR,"Arbor Realty Trust, Inc.",2023-09-30,12.55,2839015136.0,REIT - Mortgage,Real Estate,False,False,1639
ABR,"Arbor Realty Trust, Inc.",2023-12-31,12.96,2861485892.0,REIT - Mortgage,Real Estate,False,False,1734
ABT,Abbott Laboratories,2023-03-31,96.81,176228752340.0,Medical - Devices,Healthcare,False,False,61
ABT,Abbott Laboratories,2023-06-30,104.75,189553074000.0,Medical - Devices,Healthcare,False,False,58
ABT,Abbott Laboratories,2023-09-30,93.51,168393095000.0,Medical - Devices,Healthcare,False,False,63
ABT,Abbott Laboratories,2023-12-31,106.86,190869784725.0,Medical - Devices,Healthcare,False,False,61
ACA,"Arcosa, Inc.",2023-03-31,62.75,3060835000.0,Industrial - Infrastructure Operations,Industrials,False,False,1595
ACA,"Arcosa, Inc.",2023-06-30,75.4,3689999000.0,Industrial - Infrastructure Operations,Industrials,False,False,1467
ACA,"Arcosa, Inc.",2023-09-30,71.6,3501530000.0,Industrial - Infrastructure Operations,Industrials,False,False,1481
ACA,"Arcosa, Inc.",2023-12-31,82.35,4016304000.0,Industrial - Infrastructure Operations,Industrials,False,False,1467
ACAD,ACADIA Pharmaceuticals Inc.,2023-03-31,18.82,3076279560.0,Biotechnology,Healthcare,False,False,1594
ACAD,ACADIA Pharmaceuticals Inc.,2023-06-30,23.95,3933404300.0,Biotechnology,Healthcare,False,False,1425
ACAD,ACADIA Pharmaceuticals Inc.,2023-09-30,20.84,3422636560.0,Biotechnology,Healthcare,False,False,1499
ACAD,ACADIA Pharmaceuticals Inc.,2023-12-31,31.31,5160263720.0,Biotechnology,Healthcare,False,False,1270
ACDC,ProFrac Holding Corp.,2023-03-31,12.67,1885296000.0,Oil & Gas Equipment & Services,Energy,False,False,1996
ACDC,ProFrac Holding Corp.,2023-06-30,11.16,1778904000.0,Oil & Gas Equipment & Services,Energy,False,False,2067
ACDC,ProFrac Holding Corp.,2023-09-30,10.88,1734272000.0,Oil & Gas Equipment & Services,Energy,False,False,2039
ACDC,ProFrac Holding Corp.,2023-12-31,8.48,1351712000.0,Oil & Gas Equipment & Services,Energy,False,False,2342
ACEVX,American Century International Value Fund Investor Class,2023-03-31,7.13,1610525415.0,Asset Management,Financial Services,False,True,2136
ACEVX,American Century International Value Fund Investor Class,2023-06-30,7.46,1683165871.0,Asset Management,Financial Services,False,True,2113
ACEVX,American Century International Value Fund Investor Class,2023-09-30,7.36,1662411668.0,Asset Management,Financial Services,False,True,2081
ACEVX,American Century International Value Fund Investor Class,2023-12-31,8.01,1726749697.0,Asset Management,Financial Services,False,True,2126
ACGL,Arch Capital Group Ltd.,2023-03-31,64.54,25023669000.0,Insurance - Diversified,Financial Services,False,False,464
ACGL,Arch Capital Group Ltd.,2023-06-30,71.17,27634619999.0,Insurance - Diversified,Financial Services,False,False,453
ACGL,Arch Capital Group Ltd.,2023-09-30,75.8,29428931999.0,Insurance - Diversified,Financial Services,False,False,413
ACGL,Arch Capital Group Ltd.,2023-12-31,70.62,27450192000.0,Insurance - Diversified,Financial Services,False,False,456
ACGLN,Arch Capital Group Ltd.,2023-03-31,16.84,25023669000.0,Insurance - Diversified,Financial Services,False,False,464
ACGLN,Arch Capital Group Ltd.,2023-06-30,16.91,27634619999.0,Insurance - Diversified,Financial Services,False,False,453
ACGLN,Arch Capital Group Ltd.,2023-09-30,16.12,29428931999.0,Insurance - Diversified,Financial Services,False,False,413
ACGLN,Arch Capital Group Ltd.,2023-12-31,18.21,27450192000.0,Insurance - Diversified,Financial Services,False,False,456
ACGLO,Arch Capital Group Ltd.,2023-03-31,20.05,25023669000.0,Insurance - Diversified,Financial Services,False,False,464
ACGLO,Arch Capital Group Ltd.,2023-06-30,19.98,27634619999.0,Insurance - Diversified,Financial Services,False,False,453
ACGLO,Arch Capital Group Ltd.,2023-09-30,18.51,29428931999.0,Insurance - Diversified,Financial Services,False,False,413
ACGLO,Arch Capital Group Ltd.,2023-12-31,21.73,27450192000.0,Insurance - Diversified,Financial Services,False,False,456
ACHC,"Acadia Healthcare Company, Inc.",2023-03-31,72.25,6577929000.0,Medical - Care Facilities,Healthcare,False,False,1046
ACHC,"Acadia Healthcare Company, Inc.",2023-06-30,79.639999,7260619520.0,Medical - Care Facilities,Healthcare,False,False,1009
ACHC,"Acadia Healthcare Company, Inc.",2023-09-30,70.31,6410022080.0,Medical - Care Facilities,Healthcare,False,False,1072
ACHC,"Acadia Healthcare Company, Inc.",2023-12-31,77.76,7094666880.0,Medical - Care Facilities,Healthcare,False,False,1069
ACHR,Archer Aviation Inc.,2023-06-30,4.12,1144055888.0,Aerospace & Defense,Industrials,False,False,2458
ACHR,Archer Aviation Inc.,2023-09-30,5.06,1405078348.0,Aerospace & Defense,Industrials,False,False,2196
ACHR,Archer Aviation Inc.,2023-12-31,6.14,1865227349.0,Aerospace & Defense,Industrials,False,False,2072
